name,xmin,ymin,xmax,ymax
Tsadi-final,893,440,943,490
Zayin,874,440,924,490
Waw,786,440,836,490
Taw,763,440,813,490
Samekh,733,440,783,490
Gimel,708,440,758,490
Mem,693,440,743,490
Qof,675,440,725,490
Alef,651,440,701,490
Gimel,564,440,614,490
Lamed,540,440,590,490
Kaf-final,488,440,538,490
Het,462,440,512,490
Ayin,407,440,457,490
Zayin,382,440,432,490
Gimel,285,440,335,490
Shin,255,440,305,490
Waw,222,440,272,490
Gimel,197,440,247,490
Taw,166,440,216,490
Tsadi-final,138,440,188,490
Samekh,111,440,161,490
Ayin,92,440,142,490
Tsadi-final,928,490,978,540
Qof,899,490,949,540
Shin,875,490,925,540
Gimel,851,490,901,540
Ayin,823,490,873,540
Mem-medial,796,490,846,540
Nun-medial,769,490,819,540
Gimel,743,490,793,540
Alef,724,490,774,540
Waw,703,490,753,540
Lamed,674,490,724,540
Dalet,647,490,697,540
Resh,629,490,679,540
Gimel,606,490,656,540
Gimel,582,490,632,540
Gimel,560,490,610,540
Zayin,465,490,515,540
Dalet,440,490,490,540
Tsadi-final,413,490,463,540
He,388,490,438,540
Qof,294,490,344,540
Resh,263,490,313,540
Dalet,157,490,207,540
Gimel,126,490,176,540
He,97,490,147,540
